NM_009238.3,1871.118,4124,810.2,586.5,1033.8,1.76,0.8,0.1,8.34,7.3e-17,2.2e-12,0,0,612.4,596.3,550.9,966.2,1007.1,1128.2
NM_009264.2,1307,817,61.1,13.5,108.8,8.198,3,0.51,5.97,2.4e-09,7.3e-05,0,0,16.6,17.6,6.2,92.5,163.4,70.6
NM_009285.3,43,80,24.1,41.6,6.5,0.161,-2.6,0.53,-5.02,5.2e-07,1.6e-02,0,0,31.7,47.6,45.4,7.4,7.7,4.5
NM_009448.4,2784.178,2842.961,855.1,1069.3,641,0.599,-0.7,0.13,-5.59,2.3e-08,6.8e-04,0,0,1221.2,1050.7,936,626.5,599.4,697.1
NM_009523.2,378.769,784.295,109.7,74.5,145,1.939,1,0.18,5.28,1.3e-07,3.9e-03,0,0,81.5,64.2,77.7,150.9,150.5,133.7
NM_009780.2,518.026,551.71,227.5,134.9,320.1,2.38,1.3,0.16,7.66,1.9e-14,5.6e-10,0,0,151.5,131.5,121.7,365.6,288.1,306.5
NM_009921.2,15,51,28.7,51.4,6.1,0.126,-3,0.57,-5.25,1.5e-07,4.6e-03,0,0,64.9,50.7,38.5,10.2,5.1,3
NM_010235.2,707.103,877,222.2,283.6,160.8,0.561,-0.8,0.15,-5.6,2.1e-08,6.4e-04,0,0,282.7,286.7,281.3,139.7,151.8,190.8
NM_010362.3,2249,2498,608,814.3,401.8,0.496,-1,0.11,-9.58,9.9e-22,3.0e-17,0,0,758.1,831.2,853.5,435.9,401.3,368.1
NM_010442.2,1071,1053,267.6,357,178.3,0.502,-1,0.18,-5.39,7.0e-08,2.1e-03,0,0,285.6,407.9,377.6,195.3,178.8,160.7
NM_010448.3,5484.525,6407.004,662.1,805.5,518.6,0.646,-0.6,0.11,-5.61,2.1e-08,6.2e-04,0,0,716.2,873.7,826.7,549.7,502.9,503.3
NM_010501.2,1762.205,1137.351,101.3,56.6,146.1,2.551,1.4,0.27,5.04,4.7e-07,1.4e-02,0,0,61.3,38.3,70.2,133.3,169.8,135.2
NM_010723.3,3562,4637.275,1767,2478.9,1055,0.425,-1.2,0.09,-13.32,1.7e-40,5.2e-36,0,0,2453.8,2549.6,2433.3,1059.7,944.1,1161.3
NM_010729.3,2125,1736,369.4,282.6,456.2,1.622,0.7,0.13,5.41,6.4e-08,1.9e-03,0,0,283.5,314.7,249.7,456.3,488.8,423.6
NM_010743.4,0,0,57.2,114.3,0,0.002,-9,1.37,-6.59,4.5e-11,1.4e-06,0,0,61.3,222.6,59.1,0,0,0
NM_011127.2,199.536,130.855,33.6,67.3,0,0.003,-8.2,1.33,-6.21,5.4e-10,1.6e-05,0,0,31,80.7,90.1,0,0,0
NM_011186.1,1887,2449,460.8,550.7,370.9,0.673,-0.6,0.1,-5.54,3.1e-08,9.4e-04,0,0,561.9,581.8,508.3,353.5,373,386.1
NM_011315.3,817,1100,30621.3,50171.3,11071.3,0.221,-2.2,0.18,-12.27,1.3e-34,4.0e-30,0,0,57956.1,48261.7,44296.2,13171.4,9942.5,10100
NM_011340.3,3663,4257,800.8,995.5,606.1,0.61,-0.7,0.13,-5.47,4.4e-08,1.3e-03,0,0,1084.1,1047.6,854.9,643.2,623.8,551.3
NM_011400.4,941,922,397.2,512.9,281.4,0.552,-0.9,0.13,-6.83,8.7e-12,2.6e-07,0,0,542.4,525.9,470.4,313.7,257.2,273.4
NM_011414.4,56,100,273.3,443.6,103,0.233,-2.1,0.19,-11.03,2.9e-28,8.7e-24,0,0,496.3,459.6,374.8,111.1,82.3,115.7
NM_011435.3,1318,1863,902.2,1385.9,418.5,0.302,-1.7,0.26,-6.62,3.5e-11,1.1e-06,0,0,942,1618,1597.7,512.7,317.7,425.2
NM_011491.3,87,96,51.8,83.8,19.7,0.242,-2,0.32,-6.44,1.2e-10,3.5e-06,0,0,89.4,87,75,25.9,16.7,16.5
NM_011535.3,36,47,35.1,58.2,12,0.2,-2.3,0.42,-5.58,2.4e-08,7.1e-04,0,0,69.2,51.8,53.6,9.3,10.3,16.5
NM_011660.3,5451,9534,1009.3,1207.4,811.2,0.671,-0.6,0.1,-5.97,2.4e-09,7.3e-05,0,0,1307.7,1097.3,1217.3,786.7,847.6,799.2
NM_011957.2,530,452,91.4,121.4,61.5,0.505,-1,0.19,-5.14,2.8e-07,8.3e-03,0,0,115.4,124.2,124.5,57.4,66.9,60.1
NM_012021.3,2842,3494,1058.8,1457.8,659.9,0.452,-1.1,0.14,-8.35,6.7e-17,2.0e-12,0,0,1687.1,1376.8,1309.5,672.8,591.7,715.1
NM_013468.3,2828,4252,269.4,127.5,411.3,3.236,1.7,0.2,8.32,8.9e-17,2.7e-12,0,0,104.6,143.9,134.1,386.8,501.6,345.5
NM_013602.3,22562.93,28501.628,11609.9,15784.3,7435.5,0.471,-1.1,0.2,-5.42,6.0e-08,1.8e-03,0,0,19321.3,15902.3,12129.4,8556,7253,6497.4
NM_013671.3,849.02,1072.297,751.8,1075.5,428.1,0.398,-1.3,0.17,-7.82,5.3e-15,1.6e-10,0,0,860.5,1100.4,1265.5,458.1,385.9,440.2
NM_013762.3,9103.404,9600.609,1788.4,1580.7,1996.1,1.261,0.3,0.06,5.59,2.3e-08,6.9e-04,0,0,1589.7,1563.1,1589.4,1957.4,1938.3,2092.7
NM_017370.2,306,534,13748.4,23687.1,3809.6,0.161,-2.6,0.17,-15.33,5.1e-53,1.5e-48,0,0,24871.7,24729.2,21460.3,4628.3,3077.9,3722.7
NM_019521.2,3268,5440,60.9,33.8,88.1,2.601,1.4,0.28,4.98,6.5e-07,2.0e-02,0,0,40.4,27.9,33,97.2,96.5,70.6
NM_019647.7,15554.555,16957.166,5107.5,4368.6,5846.3,1.337,0.4,0.08,5.49,4.0e-08,1.2e-03,0,0,4410.7,4268,4427.1,5370.5,6019.5,6148.9
NM_019696.2,118,185,64.2,26.3,102,3.905,2,0.3,6.46,1.1e-10,3.2e-06,0,0,32.5,27.9,18.6,107.4,114.5,84.1
NM_020581.2,117,132,239.4,314.7,164.2,0.525,-0.9,0.15,-6.03,1.6e-09,5.0e-05,0,0,340.5,304.3,299.2,190.6,142.8,159.2
NM_021704.3,14643.289,20176.451,503.3,241,765.7,3.177,1.7,0.29,5.7,1.2e-08,3.7e-04,0,0,153.6,261.9,307.4,608,990.4,698.6
NM_022415.3,199,289,287.1,426.6,147.6,0.349,-1.5,0.14,-10.71,8.9e-27,2.7e-22,0,0,448.6,400.6,430.5,170.3,129.9,142.7
NM_023053.4,0,0,15.8,0,31.5,2229805.163,21.1,3.42,6.17,6.7e-10,2.0e-05,0,0,0,0,0,0,0,94.6
NM_024237.4,1059.399,1348.811,31.3,13,49.6,3.782,1.9,0.38,5.01,5.3e-07,1.6e-02,0,0,14.4,11.4,13.1,41.6,60.5,46.6
NM_024427.4,0,775.375,20,0,40.1,270.547,8.1,1.55,5.2,2.0e-07,5.9e-03,0,0,0,0,0,9.3,37.3,73.6
NM_025356.5,342.146,519.596,24.8,0,49.7,335.46,8.4,1.29,6.49,8.6e-11,2.6e-06,0,0,0,0,0,39.8,38.6,70.6
NM_025587.2,11363.513,16643.852,1917.7,1679,2156.4,1.285,0.4,0.07,5.07,3.9e-07,1.2e-02,0,0,1594.1,1694.6,1748.3,2147.1,2254.8,2067.2
NM_026353.4,1367,1346,632.2,780.4,484,0.621,-0.7,0.13,-5.26,1.5e-07,4.4e-03,0,0,826.6,828.1,686.4,508.1,425.7,518.3
NM_026473.2,1653,1750,537.2,696.8,377.7,0.542,-0.9,0.13,-6.91,4.7e-12,1.4e-07,0,0,686,784.7,619.7,361.9,364,407.1
NM_026603.5,618.053,605.171,42.2,84.4,0,0.003,-8.6,1.22,-7.05,1.8e-12,5.6e-08,0,0,94.5,71.4,87.3,0,0,0
NM_026753.2,1111,1470,231.6,284.7,178.6,0.621,-0.7,0.14,-4.97,6.5e-07,2.0e-02,0,0,290,273.3,290.9,160.1,169.8,205.8
NM_026864.1,823,1422,176.4,110.9,241.9,2.198,1.1,0.19,5.88,4.2e-09,1.3e-04,0,0,88,126.3,118.3,261.9,253.4,210.3
NM_027338.2,0,175.851,13.9,0,27.9,1982360.328,20.9,3.46,6.04,1.5e-09,4.6e-05,0,0,0,0,0,0,83.6,0
NM_027342.2,1309,1304,429.4,595,263.8,0.445,-1.2,0.14,-8.21,2.2e-16,6.6e-12,0,0,606.6,615.9,562.6,266.5,308.7,216.3
NM_028149.1,89.911,0,17.7,35.5,0,0.006,-7.3,1.28,-5.73,1.0e-08,3.1e-04,0,0,38.9,37.3,30.3,0,0,0
NM_029083.2,482,508,200.3,272.2,128.4,0.476,-1.1,0.15,-7.16,8.1e-13,2.5e-08,0,0,272.6,288.8,255.2,144.4,113.2,127.7
NM_030046.3,115.9,49.713,18.8,37.7,0,0.006,-7.4,1.42,-5.2,2.0e-07,5.9e-03,0,0,15.1,55.9,42,0,0,0
NM_030209.4,497,693,330.2,487.5,172.8,0.354,-1.5,0.18,-8.36,6.1e-17,1.9e-12,0,0,587.9,429.6,445,169.4,192.9,156.2
NM_031161.5,734,1847,1199.8,1687.1,712.6,0.423,-1.2,0.24,-5.27,1.4e-07,4.1e-03,0,0,1773.7,1480.3,1807.4,969.9,506.8,661
NM_033037.4,310,387,80.9,29.6,132.2,4.455,2.2,0.3,7.07,1.5e-12,4.6e-08,0,0,24.5,27.9,36.5,137,163.4,96.1
NM_033314.4,458,477,98.4,64.6,132.1,2.068,1,0.21,5.06,4.2e-07,1.3e-02,0,0,54.1,74.5,65.3,146.2,129.9,120.2
NM_033444.2,3668,3680,729.6,860.6,598.6,0.695,-0.5,0.1,-5.04,4.6e-07,1.4e-02,0,0,959.3,807.4,815,598.8,609.7,587.4
NM_053099.3,210,491,42.6,19.1,66.1,3.441,1.8,0.3,5.85,5.0e-09,1.5e-04,0,0,18.8,18.6,19.9,59.2,75.9,63.1
NM_053257.4,6587.4,6245.41,2369.2,1956.7,2781.7,1.42,0.5,0.1,5.11,3.3e-07,9.9e-03,0,0,2042,1807.4,2020.7,2559.9,3049.6,2735.7
NM_054041.2,792,821,177.2,239.2,115.2,0.482,-1.1,0.17,-6.22,5.1e-10,1.5e-05,0,0,208.5,240.2,268.9,113.8,123.5,108.2
NM_054049.3,505,568.327,23,3.9,41.9,10.736,3.4,0.62,5.5,3.7e-08,1.1e-03,0,0,2.9,4.1,4.8,55.5,46.3,24
NM_054077.4,470,507,75.4,35,115.8,3.346,1.7,0.28,6.28,3.3e-10,1.0e-05,0,0,33.9,37.3,33.7,132.3,132.5,82.6
NM_080555.2,776,1858,304.1,385.5,222.7,0.574,-0.8,0.13,-5.94,2.9e-09,8.9e-05,0,0,368.6,360.2,427.8,211.9,209.7,246.4
NM_133662.2,1415,1961,2513.9,3419.4,1608.3,0.471,-1.1,0.12,-9.11,8.2e-20,2.5e-15,0,0,3481,3207,3570.2,1833.4,1400.7,1590.9
NM_133774.5,0,433,42.7,85.4,0,0.003,-8.6,1.22,-7.01,2.4e-12,7.2e-08,0,0,67.1,96.3,92.8,0,0,0
NM_134469.4,2622,2134.074,962.2,1171.9,752.5,0.642,-0.6,0.12,-5.13,2.9e-07,8.6e-03,0,0,1302.7,1216.3,996.6,730.2,753.7,773.7
NM_139307.3,1382,1731,209.2,261.6,156.9,0.596,-0.7,0.15,-4.98,6.4e-07,1.9e-02,0,0,292.8,240.2,251.7,143.4,162.1,165.3
NM_145227.3,644,651,178.9,109.6,248.1,2.279,1.2,0.14,8.2,2.4e-16,7.2e-12,0,0,106,123.2,99.7,242.5,258.5,243.4
NM_145540.4,0,80.657,21.7,43.3,0,0.005,-7.6,1.47,-5.17,2.3e-07,7.0e-03,0,0,23.1,84.9,22,0,0,0
NM_146116.2,3962,4184,1070.4,1260.1,880.6,0.7,-0.5,0.08,-6.71,2.0e-11,5.9e-07,0,0,1237.7,1330.2,1212.5,907,842.5,892.4
NM_153159.2,89.454,126.244,58,96.5,19.5,0.206,-2.3,0.34,-6.79,1.1e-11,3.5e-07,0,0,111.1,99.4,79.1,25,14.1,19.5
NM_153393.2,35,90,59.7,94.8,24.5,0.263,-1.9,0.38,-5.13,2.9e-07,8.7e-03,0,0,89.4,84.9,110,35.2,12.9,25.5
NM_176902.3,1172,1520,606.6,749.1,464.2,0.62,-0.7,0.08,-8.57,1.0e-17,3.1e-13,0,0,749.4,770.2,727.7,461.8,451.5,479.2
NM_177081.4,23.987,53.448,50.5,23.5,77.4,3.262,1.7,0.3,5.71,1.1e-08,3.3e-04,0,0,26,21.7,22.7,65.7,72,94.6
NM_198001.3,912,970,286.6,346,227.2,0.657,-0.6,0.11,-5.56,2.8e-08,8.4e-04,0,0,362.1,331.3,344.6,230.4,228.9,222.3
NR_102727.1,7701.803,7118.906,1021.2,1321.2,721.2,0.545,-0.9,0.09,-9.26,2.1e-20,6.4e-16,0,0,1444,1265,1254.5,686.7,742.2,734.6
NR_130974.1,1418,1205,276.9,25.1,528.7,21.296,4.4,0.22,20.28,2.0e-91,6.0e-87,0,0,30.3,27.9,17.2,534,578.8,473.2
NR_153409.1,20066.635,25683.752,4397.5,3863.8,4931.1,1.276,0.4,0.07,5.28,1.3e-07,3.9e-03,0,0,3892.8,3964.7,3733.9,4695.9,5201.5,4896
NR_156469.1,478.954,593.631,176.3,250.6,101.9,0.407,-1.3,0.19,-7,2.5e-12,7.7e-08,0,0,205.6,277.4,268.9,99,101.6,105.2
NR_185260.1,2053,2447,366.1,434.6,297.7,0.685,-0.5,0.11,-5.06,4.2e-07,1.3e-02,0,0,421.2,426.5,456,292.5,324.1,276.4
XM_006510540.3,96.72,214.233,76,48.6,103.5,2.113,1.1,0.22,4.98,6.5e-07,2.0e-02,0,0,52.7,45.5,47.5,90.7,113.2,106.7
XM_006511044.2,5004.776,3484.489,347.7,235.7,459.7,1.961,1,0.14,6.9,5.1e-12,1.5e-07,0,0,217.1,246.4,243.5,513.6,472,393.6
XM_006511917.4,77.198,196.049,97.2,66.3,128.2,1.921,0.9,0.19,5.08,3.7e-07,1.1e-02,0,0,70.7,64.2,64,115.7,135.1,133.7
XM_006513908.5,96,105,117.8,160.6,75,0.465,-1.1,0.18,-6.1,1.1e-09,3.3e-05,0,0,173.1,144.9,163.7,72.2,82.3,70.6
XM_006514761.5,34,25,37.9,63.8,12.1,0.192,-2.4,0.37,-6.36,2.1e-10,6.2e-06,0,0,55.5,66.3,69.5,13,12.9,10.5
XM_006515046.2,1307.11,1363.411,908.8,1163,654.7,0.564,-0.8,0.1,-7.97,1.6e-15,4.8e-11,0,0,1247.1,1178,1064,700.6,608.4,655
XM_006517147.3,0,258.236,47.4,94.9,0,0.002,-8.7,1.22,-7.14,9.4e-13,2.9e-08,0,0,114,96.3,74.3,0,0,0
XM_006520693.4,1925,2468.34,307.1,231,383.2,1.652,0.7,0.11,6.62,3.6e-11,1.1e-06,0,0,225,218.4,249.7,374.8,387.2,387.6
XM_006524674.5,331.142,466.137,124.6,82.2,167,2.027,1,0.19,5.44,5.2e-08,1.6e-03,0,0,68.5,83.8,94.2,156.4,176.2,168.3
XM_006538847.2,50.14,105.452,212.5,348.6,76.3,0.219,-2.2,0.41,-5.34,9.4e-08,2.8e-03,0,0,528,358.2,159.6,69.4,78.5,81.1
XM_006539040.4,128.598,192.248,48.1,20.1,76.1,3.71,1.9,0.36,5.31,1.1e-07,3.3e-03,0,0,28.1,12.4,19.9,73.1,86.2,69.1
XM_006540313.5,0,0,16.2,0,32.5,219.423,7.8,1.31,5.92,3.2e-09,9.8e-05,0,0,0,0,0,24.1,37.3,36.1
XM_011243907.4,481.629,807.307,136.3,93,179.6,1.925,0.9,0.19,5.02,5.0e-07,1.5e-02,0,0,77.2,91.1,110.7,173.1,183.9,181.8
XM_011249762.3,54.975,124.384,16.6,0,33.2,224.737,7.8,1.3,6.03,1.6e-09,4.9e-05,0,0,0,0,0,27.8,37.3,34.6
XM_017312905.3,955.862,1625.765,247.4,154.4,340.4,2.188,1.1,0.14,8.29,1.1e-16,3.4e-12,0,0,152.9,141.8,168.5,308.2,360.1,353
XM_017315048.3,0,0,15.8,0,31.5,2229805.163,21.1,3.42,6.17,6.7e-10,2.0e-05,0,0,0,0,0,0,0,94.6
XM_017318049.3,265.168,671.413,185.4,107.6,263.2,2.43,1.3,0.21,6.18,6.6e-10,2.0e-05,0,0,92.3,96.3,134.1,237.8,248.2,303.5
XM_017320381.3,78.45,0,35.6,0,71.2,485.648,8.9,1.25,7.12,1.1e-12,3.3e-08,0,0,0,0,0,83.3,82.3,48.1
XM_030250615.2,160.517,181.336,124.7,174.3,75.1,0.427,-1.2,0.21,-5.85,4.8e-09,1.4e-04,0,0,185.4,142.9,194.6,70.3,69.5,85.6
XM_030250729.2,182.593,102.409,26.4,52.7,0,0.004,-7.9,1.28,-6.18,6.3e-10,1.9e-05,0,0,72.1,41.4,44.7,0,0,0
XM_030252922.2,0,0,10.9,0,21.8,147.498,7.2,1.42,5.08,3.8e-07,1.2e-02,0,0,0,0,0,18.5,15.4,31.5
XM_036152259.1,58.068,105,99.4,36.9,162,4.436,2.1,0.4,5.33,9.8e-08,3.0e-03,0,0,41.1,45.5,24.1,239.7,144.1,102.2
XM_036153154.1,1410.058,1319.62,667,932.7,401.2,0.43,-1.2,0.18,-6.92,4.6e-12,1.4e-07,0,0,1074.7,985.5,738,418.3,351.1,434.2
XM_036154703.1,2232,2438,538.2,639,437.4,0.683,-0.5,0.09,-6.42,1.3e-10,4.1e-06,0,0,619.6,631.5,665.8,433.1,428.3,450.7
XM_036155766.1,46.003,68.818,12.7,0,25.5,173.346,7.4,1.37,5.44,5.4e-08,1.6e-03,0,0,0,0,0,25,33.4,18
XM_036157010.1,80.089,237,20.8,0,41.5,281.025,8.1,1.28,6.33,2.4e-10,7.4e-06,0,0,0,0,0,39.8,32.2,52.6
XM_036159802.1,0,0,16.3,0,32.5,2301434.885,21.1,3.4,6.22,5.1e-10,1.5e-05,0,0,0,0,0,0,0,97.6
